index,title,budget,genres,id,original_language,popularity,release_date,revenue,runtime,vote_average,vote_count
2439,Roar,17000000,Adventure Thriller,2989,en,1.15641,12-11-81,2000000,102,5.6,19
2440,Veronica Guerin,17000000,Drama Crime Thriller,10629,en,9.583578,11-07-03,1569918,98,6.8,59
2441,Escobar: Paradise Lost,17000000,Thriller Romance,255343,en,25.112567,11-10-14,3758328,120,6.1,271
2442,Southland Tales,17000000,Action Adventure Comedy Drama Science Fiction,4723,en,9.349386,15-05-06,374743,144,5.2,153
2443,Dragon Hunters,15000000,Animation Family,10800,fr,8.884405,19-03-08,0,80,6.5,129
2444,Damnation Alley,17000000,Action Adventure Science Fiction,25763,en,2.215261,10-09-77,8720000,91,5,27
2445,The Apparition,17000000,Horror Thriller,79694,en,6.385234,23-08-12,9627492,82,4.5,140
2446,My Girl,16500000,Comedy Drama Family,4032,en,20.935169,27-11-91,0,102,7,428
2447,Fur: An Imaginary Portrait of Diane Arbus,16800000,Drama Mystery Romance,18615,en,4.358255,30-08-06,2281089,122,5.8,73
2448,Wall Street,15000000,Crime Drama,10673,en,24.898687,10-12-87,43848069,126,7,546
2449,Sense and Sensibility,16500000,Drama Romance,4584,en,20.898711,13-12-95,135000000,136,7.2,352
2450,Becoming Jane,16500000,Drama Romance,2977,en,18.236284,02-03-07,37311672,120,6.9,317
2451,Sydney White,16500000,Comedy,10760,en,10.74648,21-09-07,13620075,108,6,236
2452,House of Sand and Fog,16500000,Drama,11093,en,12.102725,19-12-03,16942795,126,7,199
2453,Dead Poets Society,16400000,Drama,207,en,55.458584,02-06-89,235860116,129,8.1,2705
2454,Dumb and Dumber,16000000,Comedy,8467,en,35.777067,16-12-94,247275374,107,6.5,1859
2455,When Harry Met Sally...,16000000,Comedy Romance Drama,639,en,18.430419,21-07-89,92823546,96,7.3,950
2456,The Verdict,16000000,Drama,24226,en,7.980632,08-12-82,53977250,129,7.4,131
2457,Road Trip,16000000,Comedy Adventure,9285,en,14.759948,19-05-00,119754278,93,5.9,542
2458,Varsity Blues,0,Comedy Drama Romance,14709,en,9.229999,15-01-99,0,106,6,122
2459,The Artist,15000000,Drama Comedy Romance,74643,en,29.943316,15-05-11,133432856,100,7.3,1049
2460,The Unborn,16000000,Horror Thriller Mystery,13788,en,15.788784,09-01-09,76514050,87,4.8,365
2461,Moonrise Kingdom,16000000,Comedy Drama Romance,83666,en,41.083914,16-05-12,68263166,94,7.6,1662
2462,The Texas Chainsaw Massacre: The Beginning,16000000,Horror,10781,en,21.380635,06-10-06,0,91,5.9,402
2463,The Young Messiah,18500000,Drama,318850,en,1.884558,10-03-16,6490401,120,6.4,30
2464,The Master of Disguise,0,Comedy Family,13908,en,4.382761,02-08-02,0,80,3.7,78
2465,Pan's Labyrinth,19000000,Fantasy Drama War,1417,es,90.809408,27-05-06,83258226,118,7.6,3041
2466,See Spot Run,0,Action Comedy Family,39180,en,6.579017,02-03-01,0,94,4.8,44
2467,Baby Boy,16000000,Crime Drama Romance,16161,en,7.854989,27-06-01,29381649,130,7.4,55
2468,The Roommate,16000000,Thriller Drama Horror,49950,en,11.807269,04-02-11,40492759,91,5.3,224
2469,Joe Dirt,17700000,Mystery Adventure Comedy Romance Drama,10956,en,15.976335,10-04-01,30987695,91,5.5,242
2470,Double Impact,15000000,Thriller Action Crime Drama,9594,en,10.484642,10-08-91,30102717,110,5.3,215
2471,Hot Fuzz,12000000,Crime Action Comedy,4638,en,38.623178,14-02-07,80573774,121,7.4,2199
2472,The Women,16000000,Comedy Drama Romance,13972,en,8.8321,12-09-08,50007546,114,4.6,96
2473,Vicky Cristina Barcelona,15000000,Drama Romance,5038,en,32.758254,15-08-08,96408652,96,6.7,1020
2474,Arn: The Knight Templar,25000000,Action Adventure Drama Romance,13491,sv,6.091033,17-12-07,0,139,6.4,76
2475,Boys and Girls,16000000,Comedy Drama Romance,10571,en,9.119797,16-06-00,20627372,94,5.4,103
2476,White Oleander,0,Drama,10994,en,9.423866,11-10-02,0,109,7.2,108
2477,Jennifer's Body,16000000,Comedy Horror,19994,en,32.257414,18-09-09,31556061,100,5.3,837
2478,Drowning Mona,16000000,Comedy Crime Mystery,25166,en,3.021835,03-03-00,15427192,96,5.4,43
2479,Radio Days,16000000,Comedy Drama,30890,en,7.612849,30-01-87,0,90,7,127
2480,Remember Me,20000000,Drama Romance,23169,en,36.764666,12-03-10,0,113,6.9,948
2481,How to Deal,0,Drama Comedy Romance,17403,en,3.199784,18-07-03,0,99,5.7,42
2482,My Stepmother is an Alien,20000000,Comedy Science Fiction,12120,en,9.455596,09-12-88,13854000,108,5.3,131
2483,Philadelphia,26000000,Drama,9800,en,44.301745,22-12-93,206678440,125,7.6,988
2484,The Thirteenth Floor,16000000,Thriller Science Fiction Mystery,1090,en,19.890428,16-04-99,18564088,100,6.8,378
2485,The Cookout,16000000,Comedy Drama,18475,en,0.830596,03-09-04,12,97,4.6,10
2486,Meteor,0,Action Science Fiction Thriller,40160,en,2.637355,19-10-79,0,107,5.1,36
2487,Duets,0,Comedy Drama Music,18074,en,2.25453,09-09-00,0,112,5.5,34
2488,Hollywood Ending,16000000,Comedy Drama,9689,en,8.711782,03-05-02,0,112,6.4,113
2489,Detroit Rock City,6500000,Comedy Music,9781,en,5.700333,13-08-99,4217115,95,6.7,100
2490,Highlander,16000000,Adventure Action Fantasy,8009,en,29.253833,07-03-86,5900000,116,6.8,624
2491,Things We Lost in the Fire,16000000,Drama,3877,en,8.842869,26-09-07,2849142,113,6.7,90
2492,Steel,16000000,Science Fiction Action Adventure,8854,en,2.848727,15-08-97,1686429,97,4.3,48
2493,The Immigrant,16000000,Drama Romance,152599,en,13.832464,03-07-13,5867686,117,6.2,250
2494,The White Countess,0,Drama History Family Romance,18840,en,4.488547,30-10-05,0,135,6.9,21
2495,Trance,20000000,Thriller Crime Drama Mystery,68727,en,38.802415,27-03-13,24261569,101,6.5,956
2496,Soul Plane,16000000,Romance Comedy,12657,en,9.400404,28-05-04,14822346,86,4.7,108
2497,Welcome to the Sticks,11000000,Comedy,8265,fr,18.923181,09-01-08,53191886,106,6.8,615
2498,Good,0,Drama,12410,en,2.397987,11-12-08,0,96,6.3,29
2499,Enter the Void,13000000,Fantasy Drama,34647,en,20.39955,05-05-09,754249,161,7.2,387
2500,Vamps,16000000,Comedy Romance Horror,73935,en,7.251897,25-08-12,0,93,4.8,91
2501,Hachi: A Dog's Tale,16000000,Drama Family,28178,en,43.217089,13-06-09,47801389,93,7.7,1717
2502,Zulu,16000000,Crime Drama Thriller,185567,en,14.529496,04-12-13,0,110,6.7,172
2503,The Homesman,16000000,Western Drama,264656,en,20.59148,18-05-14,3442853,122,6.4,258
2504,Juwanna Mann,15600000,Comedy Drama,35696,en,2.244947,21-06-02,0,91,4.2,20
2505,Ararat,0,War Drama,16351,en,1.326264,20-05-02,0,115,5.7,16
2506,Madison,0,Action Adventure Drama,38717,en,0.212108,23-01-01,0,99,5.3,3
2507,Slow Burn,15500000,Mystery Crime Drama Thriller,18777,en,6.630856,12-09-05,1237615,93,5.5,16
2508,Wasabi,15300000,Drama Action Comedy,2110,fr,18.20957,31-10-01,0,94,6.2,283
2509,Slither,15500000,Comedy Horror Science Fiction,9035,en,17.327279,31-03-06,0,95,6.3,317
2510,Beverly Hills Cop,15000000,Action Comedy Crime,90,en,29.843818,29-11-84,316360478,105,6.8,961
2511,Home Alone,18000000,Comedy Family,771,en,2.186927,09-11-90,476684675,103,7.1,2414
2512,Three Men and a Baby,0,Family Comedy Drama,12154,es,12.335827,27-11-87,0,102,5.8,253
2513,Tootsie,21000000,Comedy Romance,9576,en,20.818567,16-12-82,177200000,116,6.9,421
2514,Top Gun,15000000,Action Romance War,744,en,58.900647,16-05-86,356830601,110,6.7,1698
2515,"Crouching Tiger, Hidden Dragon",17000000,Adventure Drama Action Romance,146,zh,45.742254,01-10-00,213525736,120,7.2,927
2516,American Beauty,15000000,Drama,14,en,80.878605,15-09-99,356296601,122,7.9,3313
2517,The King's Speech,15000000,Drama History,45269,en,54.053576,06-09-10,414211549,118,7.6,2752
2518,Twins,15000000,Comedy,9493,en,17.638286,09-12-88,216614388,107,5.7,559
2519,The Yellow Handkerchief,15000000,Drama Romance,22556,en,3.803495,17-12-08,317000,102,6.4,52
2520,The Color Purple,15000000,Drama,873,en,17.571533,18-12-85,146292009,154,7.7,338
2521,Tidal Wave,16000000,Action Adventure Drama Thriller,33196,ko,4.628525,06-06-09,11301649,120,6.5,48
2522,The Imitation Game,14000000,History Drama Thriller War,205596,en,145.364591,14-11-14,233555708,113,8,5723
2523,Private Benjamin,0,Comedy,10765,en,12.18838,06-10-80,0,109,6,102
2524,Coal Miner's Daughter,15000000,Drama Music,16769,en,3.826685,07-03-80,67182787,125,7.2,67
2525,Diary of a Wimpy Kid,15000000,Comedy Family,33217,en,21.095489,19-03-10,75700498,92,5.9,355
2526,Mama,15000000,Horror,132232,en,47.455148,17-01-13,146497771,100,6,1401
2527,National Lampoon's Vacation,15000000,Comedy Adventure Romance,11153,en,22.838834,28-07-83,61399552,98,7.1,410
2528,Bad Grandpa,15000000,Comedy,208134,en,27.165222,22-10-13,151831537,92,6,680
2529,The Queen,15000000,Drama,1165,en,19.113278,15-09-06,123384128,103,6.8,338
2530,Beetlejuice,15000000,Fantasy Comedy,4011,en,58.553213,29-02-88,73326666,92,7.1,1444
2531,Why Did I Get Married?,15000000,Comedy Drama,17202,en,2.005111,12-10-07,55184721,113,6.1,33
2532,Little Women,18000000,Drama Romance,9587,en,16.418639,21-12-94,0,115,7,215
2533,The Woman in Black,17000000,Drama Horror Thriller,65086,en,43.675191,01-02-12,127730736,95,6.1,1206
2534,When a Stranger Calls,15000000,Horror Thriller,10053,en,4.688212,03-02-06,66966987,87,5.4,268
2535,Big Fat Liar,15000000,Comedy Family,11870,en,9.125594,08-02-02,52970014,88,5.6,197
2536,The Deer Hunter,15000000,Drama War,11778,en,19.786392,08-12-78,50000000,183,7.8,921
2537,Wag the Dog,15000000,Comedy Drama,586,en,13.581966,25-12-97,64256513,97,6.7,270
2538,The Lizzie McGuire Movie,17000000,Family Comedy,18736,en,11.927667,25-04-03,55534455,94,5.7,280
2539,Snitch,35000000,Thriller Drama,134411,en,30.556135,21-02-13,42930462,112,5.8,1138
2540,Krampus,15000000,Horror Comedy Fantasy,287903,en,31.565117,26-11-15,61548707,98,5.9,584
2541,The Faculty,15000000,Horror Mystery Science Fiction,9276,en,21.535126,25-12-98,40283321,104,6.2,492
2542,What's Love Got to Do with It,0,Drama Music,15765,en,7.921311,09-06-93,0,118,6.9,72
2543,Cop Land,15000000,Action Crime Drama,2142,en,19.284129,15-08-97,44862187,104,6.6,382
2544,Not Another Teen Movie,16000000,Comedy,11397,en,23.423082,07-12-01,66468332,89,5.5,431
2545,End of Watch,7000000,Crime Drama Thriller,77016,en,49.517264,20-09-12,48126384,109,7.2,1170
2546,The Skulls,15000000,Crime Drama Thriller,11478,en,11.375032,31-03-00,35007180,106,5.8,156
2547,The Theory of Everything,15000000,Drama Romance,266856,en,61.182331,26-11-14,123726688,123,7.8,3311
2548,Malibu's Most Wanted,0,Comedy Crime,13411,en,7.314796,10-04-03,0,86,4.7,77
2549,Where the Heart Is,15000000,Comedy Drama Romance,10564,en,6.857923,27-04-00,33771174,120,6.9,155
2550,Lawrence of Arabia,15000000,Adventure Drama History War,947,en,41.286336,10-12-62,69995385,216,7.8,851
2551,Halloween II,15000000,Horror,24150,en,12.929525,28-08-09,39421467,105,5.1,267
2552,Wild,15000000,Drama,228970,en,42.952942,05-12-14,52501541,115,7,951
2553,The Last House on the Left,15000000,Crime Thriller Horror Drama,18405,en,19.760383,13-03-09,32721635,110,6.2,440
2554,The Wedding Date,15000000,Comedy Romance,6961,en,10.194097,04-02-05,47175038,88,6.2,230
2555,Halloween: Resurrection,13000000,Horror Thriller,11442,en,11.045593,01-07-02,37664855,94,4.5,228
2556,The Princess Bride,16000000,Adventure Family Fantasy Comedy Romance,2493,en,44.533612,18-09-87,30857814,98,7.6,1486
2557,The Great Debaters,15000000,Drama,14047,en,10.84158,27-12-07,30226144,126,6.9,151
2558,Drive,15000000,Drama Action Thriller Crime,64690,en,49.294864,06-08-11,78054825,100,7.4,3725
2559,Confessions of a Teenage Drama Queen,15000000,Comedy,11132,en,7.424798,17-02-04,29331068,89,5.1,221
2560,The Object of My Affection,15000000,Comedy Drama Romance,17127,en,5.164281,17-04-98,46905889,111,5.6,72
2561,28 Weeks Later,15000000,Horror Thriller Science Fiction,1562,en,34.759855,26-04-07,64238440,100,6.5,1197
2562,When the Game Stands Tall,15000000,Drama,232679,en,7.297757,22-08-14,30127963,115,6.3,130
2563,Because of Winn-Dixie,14000000,Comedy Drama Family,17880,en,3.334804,18-02-05,32645546,106,6.1,61
2564,Love & Basketball,20000000,Action Comedy Drama Romance,14736,en,2.027393,21-04-00,27728118,124,7.4,88
2565,Grosse Pointe Blank,0,Action Comedy Thriller Romance,9434,en,13.817269,11-04-97,28084357,107,6.9,275
2566,All About Steve,15000000,Comedy,23706,en,13.237835,04-09-09,40105542,99,4.7,295
2567,Book of Shadows: Blair Witch 2,0,Mystery Thriller Horror,11531,en,3.890223,27-10-00,0,90,4.3,212
2568,The Craft,15000000,Drama Fantasy Horror Thriller,9100,en,19.517239,03-05-96,24769466,101,6.3,380
2569,Match Point,15000000,Drama Thriller Crime Romance,116,en,30.669913,26-10-05,85306374,124,7.3,1105
2570,Ramona and Beezus,0,Comedy Family,38843,en,9.681147,23-07-10,0,103,6.1,245
2571,The Remains of the Day,11500000,Drama Romance,1245,en,15.355589,05-11-93,23237911,134,7.5,202
2572,Boogie Nights,15000000,Drama,4995,en,19.85579,11-09-97,43101594,155,7.5,796
2573,Nowhere to Run,0,Action Adventure Drama Thriller,10413,en,11.689337,15-01-93,0,94,5.5,119
2574,Flicka,15000000,Drama,14012,en,3.043589,20-10-06,21000000,95,6.1,52
2575,The Hills Have Eyes 2,15000000,Horror Thriller,9793,en,17.141376,22-03-07,0,89,5.2,351
2576,Urban Legends: Final Cut,14000000,Horror,12212,en,8.885017,19-09-00,38574362,97,4.4,100
2577,Tuck Everlasting,0,Fantasy Drama Science Fiction Romance Family,13768,en,4.115398,11-10-02,0,90,6.4,128
2578,The Marine,20000000,Action Adventure Drama Thriller,8975,en,7.679336,13-10-06,22165608,92,5,163
2579,Keanu,15000000,Action Comedy,342521,en,18.268009,21-04-16,20566327,94,6,421
2580,Country Strong,15000000,Drama Romance,45272,en,7.809701,22-12-10,20529194,117,5.9,80
2581,Disturbing Behavior,15000000,Mystery Horror Science Fiction,9424,en,9.378688,24-07-98,17507368,84,5.5,104
2582,The Place Beyond the Pines,15000000,Drama Crime,97367,en,35.395129,20-03-13,35485608,140,6.8,1653
2583,The November Man,15000000,Crime Action Thriller,254904,en,45.317278,27-08-14,32556119,108,6,639
2584,Eye of the Beholder,15000000,Drama Mystery Thriller,18681,en,4.302941,04-09-99,0,109,5.3,42
2585,The Hurt Locker,15000000,Drama Thriller War,12162,en,47.006162,10-10-08,42000000,131,7.2,1840
2586,Firestarter,15000000,Fantasy Drama Horror Action Thriller,11495,en,11.379652,11-05-84,17080167,114,5.9,173
2587,Killing Them Softly,15000000,Crime Thriller,64689,en,24.612603,20-09-12,37930465,97,5.8,742
2588,A Most Wanted Man,15000000,Thriller,157849,en,26.708193,25-07-14,31554855,121,6.5,541
2589,Freddy Got Fingered,0,Comedy,13166,en,8.710294,18-04-01,0,87,4.6,115
2590,VeggieTales: The Pirates Who Don't Do Anything,0,Adventure Animation Comedy Science Fiction Family,15511,en,1.800119,11-01-08,0,85,5.9,25
2591,U2 3D,15000000,Music Documentary,37003,en,0.335195,19-05-07,22730842,85,6.7,10
2592,Highlander: Endgame,25000000,Action Fantasy Science Fiction,12211,en,11.782725,01-09-00,15843608,87,4.4,104
2593,Idlewild,0,Crime Drama Music,13816,en,2.711955,25-08-06,0,121,5.1,17
2594,One Day,15000000,Drama Romance,51828,en,16.629173,02-03-11,59389433,107,7,978
2595,Whip It,15000000,Drama,22798,en,20.05902,13-09-09,16633035,111,6.7,357
2596,Knockaround Guys,15000000,Crime Thriller,7501,en,8.113634,07-09-01,12000000,92,5.9,97
2597,Confidence,0,Action Comedy Thriller Crime,10743,en,9.87419,25-04-03,0,97,6.4,126
2598,The Muse,0,Fantasy Comedy,37718,en,2.857936,27-08-99,0,97,5.3,31
2599,De-Lovely,20000000,Drama Music,15237,en,3.138118,02-07-04,0,125,6.3,32
2600,New York Stories,15000000,Comedy Drama Romance,9686,en,6.684096,10-03-89,0,124,6.2,64
2601,Barney's Great Adventure,0,Family,17644,en,0.722911,01-01-98,0,76,2.9,8
2602,The Man with the Iron Fists,15000000,Action,97430,en,17.672021,02-11-12,15608545,96,5.2,358
2603,Home Fries,15000000,Drama Comedy Romance,12257,en,3.033471,25-11-98,10443316,93,4.8,32
2604,Here On Earth,0,Romance,13539,en,3.313257,23-03-00,0,96,5.4,48
2605,Brazil,15000000,Comedy Science Fiction,68,en,41.089863,20-02-85,0,132,7.5,861
2606,Raise Your Voice,15000000,Music Drama Romance,14024,en,10.9071,10-08-04,14867514,103,6,211
2607,The Big Lebowski,15000000,Comedy Crime,115,en,49.230089,06-03-98,46189568,117,7.8,2926
2608,Black Snake Moan,15000000,Drama,7874,en,11.429607,08-12-06,10903846,116,6.6,243
2609,Dark Blue,15000000,Action Crime Drama Thriller,4911,en,6.373316,14-12-02,9237470,118,6.5,85
2610,A Mighty Heart,16000000,Drama Thriller,1988,en,9.717392,01-01-07,18928871,100,6.7,95
2611,Whatever It Takes,15000000,Drama Comedy Romance,16222,en,8.074807,31-03-00,9902115,94,5,37
2612,Boat Trip,20000000,Comedy,9557,en,7.034752,01-10-02,8586376,94,4.7,146
2613,The Importance of Being Earnest,0,Comedy Drama History Romance,9026,en,7.250379,17-05-02,0,97,6.7,127
2614,The Love Letter,0,Comedy Drama Fantasy Romance,57943,en,0.116873,01-02-98,0,98,4.7,3
2615,Hoot,0,Drama Family,18276,en,7.712206,05-05-06,0,91,5.5,44
2616,In Bruges,15000000,Comedy Drama Crime,8321,en,25.329493,08-02-08,34533783,107,7.4,1388
2617,Peeples,15,Comedy,72359,en,5.112809,09-05-13,0,95,5.6,26
2618,The Rocker,15000000,Comedy Music,10186,en,13.832376,20-08-08,8762890,102,5.6,156
2619,Post Grad,15000000,Comedy,25704,en,7.446069,21-08-09,6405245,89,5,100
2620,Promised Land,15000000,Drama,133694,en,13.568302,23-09-12,8138788,106,6,243
2621,Whatever Works,15000000,Comedy Romance,19265,en,21.857387,19-06-09,35097815,92,6.8,350
2622,The In Crowd,15000000,Thriller,36047,en,0.249245,19-07-00,5217498,105,4.7,15
2623,The Three Burials of Melquiades Estrada,15000000,Adventure Crime Drama Mystery Western,8053,en,12.163832,17-11-05,12036149,121,7,177
2624,Jakob the Liar,0,Comedy Drama History,2290,en,8.962245,16-09-99,0,120,6,90
2625,Kiss Kiss Bang Bang,15000000,Action Comedy Crime Mystery,5236,en,32.690038,05-09-05,15785148,103,7.2,886
2626,Idle Hands,25000000,Thriller Comedy Horror,6552,en,8.583217,30-04-99,4152230,92,6.1,182
2627,Mulholland Drive,15000000,Thriller Drama Mystery,1018,en,31.60985,16-05-01,20117339,147,7.6,1477
2628,Blood and Chocolate,0,Drama Fantasy Horror Romance,10075,en,12.295216,26-01-07,0,98,5.4,87
2629,You Will Meet a Tall Dark Stranger,22000000,Comedy Drama Romance,38031,en,12.4654,23-05-10,0,98,5.8,251
2630,Never Let Me Go,15000000,Drama Romance Science Fiction,42188,en,30.983397,15-09-10,9455232,104,6.8,737
2631,The Company,0,Drama,112430,en,1.485324,05-08-07,0,276,7,12
2632,Transsiberian,15000000,Thriller Crime Mystery,6687,en,11.428903,18-01-08,5926410,111,6.5,195
2633,The Clan of the Cave Bear,15000000,Adventure Drama,13853,en,5.484679,17-01-86,0,98,4.8,27
2634,Crazy in Alabama,0,Comedy Drama,31306,en,5.770246,22-10-99,0,111,6.5,12
2635,Funny Games,15000000,Horror Thriller Crime,8461,en,15.175289,20-10-07,7938872,112,6.3,545
2636,Listening,0,Drama Thriller Science Fiction,331592,en,2.414721,11-09-15,0,100,5.5,31
2637,Felicia's Journey,0,Drama,47692,en,0.470645,24-11-99,0,116,6.6,23
2638,Metropolis,92620000,Drama Science Fiction,19,de,32.351527,10-01-27,650422,153,8,657
2639,District B13,12000000,Action Thriller Science Fiction,10045,fr,17.493735,09-11-04,9584131,84,6.5,565
2640,Things to Do in Denver When You're Dead,8000000,Drama Crime,400,en,6.932221,01-12-95,529766,116,6.7,85
2641,The Assassin,15000000,Action Drama History,253450,zh,8.142166,27-08-15,632542,105,6.6,157
2642,Buffalo Soldiers,15000000,Drama Comedy War Crime Thriller,9104,en,6.329672,08-09-01,0,98,6.5,93
2643,The Return,0,Thriller Drama Mystery,11190,ru,7.744166,25-06-03,0,105,7.4,100
2644,Ong Bak 2,8500000,Adventure Action Thriller,16353,th,9.029489,04-12-08,8936663,98,6,152
2645,Centurion,12000000,Adventure Action Drama,23759,en,22.708647,15-02-10,6814789,97,5.9,386
2646,Silent Trigger,15000000,Drama Action Thriller,24206,en,2.609057,26-06-96,76382,93,5,22
2647,The Midnight Meat Train,15000000,Mystery Drama Crime Thriller Horror,10185,en,19.913961,07-08-08,3533227,98,6,290
2648,Winnie Mandela,15000000,Drama,75033,en,1.897761,16-09-11,0,107,5.2,5
2649,The Son of No One,15000000,Drama Thriller Crime,74536,en,7.701186,04-11-11,0,90,4.8,92
2650,All The Queen's Men,15000000,Action Comedy Drama History,31668,en,1.833058,14-10-01,23000,99,6.1,7
2651,The Good Night,15000000,Comedy Drama Romance Fantasy Music,13501,en,12.185204,25-01-07,20380,93,5.7,41
2652,Bathory: Countess of Blood,0,Drama Fantasy,15208,en,2.500218,04-07-08,0,141,5.6,31
2653,Khumba,20000000,Animation Adventure Family,172391,en,6.459787,18-07-13,27187375,85,5.8,72
2654,Automata,7000000,Thriller Science Fiction,262543,en,49.808505,09-10-14,0,110,5.6,670
2655,Dungeons & Dragons: Wrath of the Dragon God,0,Action Adventure Fantasy,9288,en,4.901936,01-01-05,0,105,4.8,36
2656,Chiamatemi Francesco - Il Papa della gente,15000000,Drama,370980,it,0.738646,03-12-15,0,,7.3,12
2657,Shinjuku Incident,15000000,Drama Action Thriller Crime,20083,zh,5.294319,22-03-09,0,119,6.7,65
2658,Pandaemonium,0,Drama Foreign,40880,en,0.165367,29-06-01,0,124,4.5,2
2659,Groundhog Day,14600000,Romance Fantasy Drama Comedy,137,en,52.744331,11-02-93,70906973,101,7.4,2301
2660,Magic Mike XXL,14800000,Comedy Drama Music,264999,en,29.660993,01-07-15,122513057,115,6.3,706
2661,Romeo + Juliet,14500000,Drama Romance,454,en,41.493042,31-10-96,147298761,120,6.7,1374
2662,Sarah's Key,10000000,Drama War,53457,fr,10.072199,16-09-10,17511906,111,7.2,196
2663,Freedom,14500000,Drama,288980,en,4.389363,21-08-14,0,98,5.8,9
2664,Unforgiven,14000000,Western,33,en,37.380435,07-08-92,159157447,131,7.7,1113
2665,Manderlay,14200000,Drama,1951,da,7.05145,16-05-05,674918,139,6.9,78
2666,Slumdog Millionaire,15000000,Drama Romance,12405,en,59.258969,12-05-08,377910544,120,7.6,2827
2667,Fatal Attraction,14000000,Drama Romance Thriller,10998,en,16.742972,11-09-87,320145693,119,6.6,291
2668,Pretty Woman,14000000,Romance Comedy,114,en,45.473484,23-03-90,463000000,119,7,1746
2669,Crocodile Dundee II,0,Adventure Comedy,9396,en,15.474831,19-05-88,239606210,110,5.5,303
2670,Broken Horses,0,Thriller Mystery Drama Crime,319910,en,4.289676,15-03-15,0,101,5,10
2671,Born on the Fourth of July,14000000,Drama War,2604,en,25.949277,20-12-89,161001698,145,6.7,395
2672,Cool Runnings,14000000,Comedy,864,en,22.409117,30-09-93,154864401,98,6.8,491
2673,My Bloody Valentine,15000000,Mystery Horror,14435,en,13.706357,16-01-09,100734718,101,5.3,299
2674,Stomp the Yard,13000000,Drama Music,1931,en,6.92205,16-05-07,75511123,114,6.1,88
2675,The Spy Who Loved Me,14000000,Adventure Action Thriller,691,en,27.17347,07-07-77,185438673,125,6.6,507
2676,Urban Legend,14000000,Horror Thriller,9877,en,12.159009,25-09-98,72527595,99,5.6,290
2677,Good Deeds,0,Comedy Drama Romance,62008,en,4.448494,23-02-12,0,111,6.2,45
2678,White Fang,14000000,Action Adventure Drama Family,12227,en,13.13724,18-01-91,34793160,107,6.5,135
2679,Superstar,0,Comedy Family,13824,en,4.04701,08-10-99,0,81,5.1,83
2680,The Iron Lady,13000000,History Drama,71688,en,23.3784,30-12-11,114956699,105,6.2,527
2681,Jonah: A VeggieTales Movie,0,Action Adventure Animation Comedy Family,15173,en,1.446172,04-10-02,0,82,6.4,22
2682,Poetic Justice,14000000,Drama Romance,8291,en,3.650857,23-07-93,27515786,109,6.9,47
2683,All About the Benjamins,14000000,Action Adventure Comedy,13950,en,5.102258,08-03-02,25482931,95,5.8,48
2684,Vampire in Brooklyn,14000000,Comedy Horror Romance,12158,en,6.772615,27-10-95,19800000,100,4.5,111
2685,Exorcist II: The Heretic,14000000,Horror Thriller Fantasy,11586,en,11.543363,17-06-77,30749142,118,4.5,133
2686,An American Haunting,0,Horror Thriller,10008,en,7.436315,05-05-05,0,83,5.3,142
2687,My Boss's Daughter,14000000,Comedy Romance,2830,en,14.813614,21-08-03,0,83,4.4,180
2688,A Perfect Getaway,14000000,Thriller Mystery Adventure,12403,en,20.792603,08-06-09,22852638,98,6.2,351
2689,Our Family Wedding,14000000,Comedy,34563,en,6.733485,12-03-10,21409028,103,5.7,39
2690,Dead Man on Campus,0,Comedy,14557,en,7.708227,21-08-98,0,96,5.6,49
2691,Tea with Mussolini,12000000,Comedy Drama War,10368,en,2.238646,25-03-99,21001563,117,5.8,32
2692,Thinner,0,Horror Thriller,10280,en,7.866961,25-10-96,0,92,5.5,124
2693,"New York, New York",0,Drama Music Romance,12637,en,3.876242,21-06-77,0,155,6.1,67
2694,Crooklyn,0,Comedy Drama,34152,en,1.89218,13-05-94,0,115,6.7,31
2695,I Think I Love My Wife,11000000,Comedy Romance,14434,en,4.536745,16-03-07,13196245,90,5,55
2696,Jason X,11000000,Horror Science Fiction,11470,en,11.220643,24-07-01,16951798,91,4.5,291
2697,Bobby,0,History Drama,10741,en,11.706309,05-09-06,0,120,6.4,119
2698,Head Over Heels,14000000,Comedy Romance,24940,en,4.66723,02-02-01,10424470,86,5.3,73
2699,Fun Size,14000000,Comedy,82679,en,7.487843,25-10-12,11417362,87,5.5,134
2700,The Diving Bell and the Butterfly,14000000,Drama,2013,fr,13.65494,22-05-07,19777647,112,7.4,283
2701,Little Children,26000000,Romance Drama,1440,en,11.942862,06-10-06,14821658,136,6.9,240
2702,Gossip,14000000,Drama Mystery Thriller,18041,en,5.833687,21-04-00,5108820,90,5.5,68
2703,A Walk on the Moon,14000000,Drama Romance,28029,en,6.370267,29-01-99,0,107,6.2,21
2704,Catch a Fire,0,Action Drama Thriller,1123,en,4.052219,27-10-06,4291965,101,6.4,25
2705,Soul Survivors,0,Horror Mystery Thriller,14033,en,3.231848,06-09-01,0,84,4.4,49
2706,Jefferson in Paris,14000000,Drama Romance,87729,en,0.900442,31-03-95,2474000,139,5.2,10
2707,Easy Virtue,0,Comedy Romance,16899,en,8.387573,01-01-08,0,93,6.3,108
2708,Caravans,0,Action Adventure Drama Romance,41317,en,0.633004,02-11-78,0,127,5.8,1
2709,Mr. Turner,0,History Drama,245700,en,9.242554,31-10-14,5405500,150,6.3,204
2710,Wild Grass,0,Drama Romance,37842,fr,1.866443,20-05-09,0,104,5.8,22
